aircraft delay1 delay2 delay3 delay4 delay5
3158 3177 2227 2192 1487 3112 
3159 688 796 616 801 531 
3160 707 800 660 810 545 
3161 0 0 0 0 0 
3162 11 11 1 1 1 
3164 711 819 394 44 49 
3165 692 815 5 30 30 
3166 0 0 0 0 0 
3167 1953 2188 2923 2803 2203 
3168 1668 1041 1516 41 56 
3169 1990 2225 2940 2805 2190 
3171 1997 2257 2937 2802 2187 
3172 2005 2260 2945 2805 2190 
3173 859 1034 249 5 4 
3174 2036 2266 2201 21 26 
3176 1728 1021 1551 66 56 
3177 619 774 4 4 10 
3178 2039 2284 2214 19 29 
3179 1593 1033 623 794 393 
3180 1959 2189 1931 2814 2204 
3182 3168 2253 3128 1493 3108 
3183 696 824 784 1569 1679 
3184 3076 2321 2601 1641 3251 
3185 1977 2207 2157 17 12 
3186 12 12 7 7 3 
3187 874 1044 69 5 19 
3188 649 787 2 22 27 
3189 693 821 1541 36 46 
3190 3034 2284 2624 1664 3264 
3191 3 3 3 3 3 
3192 656 794 4 24 44 
3193 2068 2313 1033 23 28 
3194 1990 2210 1005 15 10 
3195 3174 2264 3134 1494 3104 
3196 1654 1049 719 790 509 
3199 2023 2288 1875 2803 2188 
3201 2042 2302 2 2 17 
3202 671 804 574 789 509 
3203 4 9 4 4 4 
3204 1667 1037 767 778 507 
3205 2035 2290 2940 2790 2180 
3206 0 0 0 0 0 
3207 705 838 663 773 673 
3208 679 812 352 27 17 
3210 13 13 8 8 8 
3211 687 815 625 790 520 
3212 2050 2305 2945 2795 2180 
3213 705 833 1533 48 38 
3214 1702 1030 1540 60 45 
3215 715 848 1538 53 48 
3217 0 0 0 0 0 
3219 867 1037 232 3 7 
3220 1995 2230 2165 0 0 
3221 693 821 1541 31 31 
3222 2038 2298 998 33 13 
3223 3 3 3 3 3 
3225 1998 2238 1895 2793 2193 
3226 2 2 2 2 2 
3227 872 1052 242 3 7 
3229 14 14 4 4 4 
3230 3154 2294 3124 1474 3084 
3231 728 861 401 46 56 
3232 2051 2306 1026 31 21 
3233 860 1025 5 1 5 
3234 857 1027 1397 1408 1467 
3235 711 839 364 4 44 
3236 8 8 3 3 8 
3238 3 3 3 3 3 
3241 1999 2264 4 4 4 
3242 2071 2321 2951 2791 2171 
3244 2059 2309 2949 2794 2174 
3245 2078 2333 2958 2798 2178 
3246 701 829 1544 49 49 
3247 724 857 372 2 52 
3248 853 1028 3 4 3 
3249 0 0 0 0 0 
3250 3138 2318 3113 1468 3068 
3251 2003 2268 1875 2783 2183 
3252 2008 2273 2943 2798 2188 
3253 2013 2278 2178 3 3 
3254 706 839 799 1554 1664 
3255 0 0 0 0 0 
3256 862 1037 42 8 7 
3257 2019 2279 4 9 14 
3258 729 862 662 742 642 
3259 3135 2325 3115 1465 3065 
3260 3 3 3 3 3 
3261 2076 2331 1823 2786 2171 
3262 4 4 4 4 4 
3263 735 873 388 18 33 
3265 703 831 1 41 21 
3267 2087 2337 2947 2787 2172 
3268 3132 2327 1387 1462 3062 
3269 5 5 10 10 10 
3270 2031 2286 2936 2786 2181 
3271 709 837 1537 52 42 
3272 867 1032 232 3 2 
3273 2035 2290 980 35 10 
3274 0 0 0 0 0 
3275 749 882 402 52 47 
3276 7 7 2 2 2 
3277 5 5 0 0 0 
3278 2109 2334 2989 2814 2199 
3279 0 0 0 0 0 
3280 18 18 8 8 8 
3281 2084 2329 2944 2789 2169 
3283 878 1048 48 9 23 
3284 0 0 0 0 0 
3285 720 853 4 63 48 
3286 2080 2325 1807 2775 2165 
3288 737 875 790 1500 1615 
3289 733 866 646 746 646 
3290 4 4 4 4 4 
3291 2053 2308 2203 3 23 
3293 2060 2310 2945 2790 2175 
3294 2089 2334 2954 2794 2174 
3295 0 0 0 0 0 
3296 3045 2365 2550 1585 3195 
3297 758 896 1486 46 31 
3298 2088 2343 1003 3 3 
3299 0 0 4 0 0 
3300 736 874 4 49 44 
3302 3106 2341 1361 1431 3031 
3303 2105 2355 1797 2790 2175 
3304 3050 2375 2585 1590 3200 
3305 2110 2360 2955 2785 2170 
3306 1553 1011 1421 6 1 
3307 762 900 430 40 30 
3308 2106 2356 2956 2791 2176 
3309 749 872 407 37 32 
3310 1620 1010 715 736 640 
3311 2070 2325 1490 2775 2170 
3312 2108 2358 2983 2803 2188 
3313 0 0 0 0 0 
3314 13 13 8 8 3 
3315 754 892 647 697 602 
3318 0 0 0 0 0 
3319 2119 2369 1786 2804 2184 
3320 742 880 0 35 40 
3321 2122 2372 2982 2797 2187 
3322 2143 2393 1048 3 8 
3323 2 2 2 2 2 
3324 0 0 0 0 0 
3325 0 0 0 0 0 
3326 14 14 4 4 4 
3327 761 904 649 684 599 
3328 0 0 0 0 0 
3329 3009 2419 2599 2144 3154 
3330 749 877 2 32 32 
3331 1 1 1 1 1 
3332 764 902 437 17 7 
3334 2083 2328 1548 2783 2168 
3336 0 0 0 0 0 
3337 2169 2414 1054 9 4 
3338 2126 2366 1026 6 6 
3339 754 877 787 1482 1597 
3341 852 1012 2 3 2 
3342 2087 2337 2957 2792 2172 
3343 0 0 0 0 0 
3344 1601 1014 1464 19 14 
3345 763 901 2 36 53 
3346 2093 2348 1795 2773 2173 
3347 4 4 4 2 2 
3348 854 1014 209 0 4 
3349 2096 2351 1036 6 6 
3350 2125 2370 1650 2795 2170 
3351 1553 1018 668 674 588 
3352 2129 2374 1669 2799 2174 
3353 2138 2378 2958 2773 2178 
3354 2185 2435 1070 5 0 
3356 775 923 3 43 28 
3357 760 898 793 1473 1588 
3359 4 4 4 4 4 
3360 848 1008 223 9 13 
3361 852 1012 42 3 2 
3362 2148 2378 1683 2798 2183 
3364 855 1015 1305 1306 1365 
3366 3027 2432 2987 1352 2952 
3367 2108 2358 2163 3 3 
3368 2155 2405 2955 2800 2175 
3369 760 903 443 8 13 
3370 4 4 4 4 4 
3371 0 0 0 0 0 
3372 7 7 7 7 7 
3373 1 1 1 1 1 
3374 3041 2386 3011 1366 2966 
3375 778 931 781 1431 1546 
3376 852 1017 2 3 7 
3377 3044 2389 1999 1369 2969 
3378 762 905 660 680 595 
3379 2198 2458 1093 13 3 
3380 2179 2429 2964 2804 2179 
3381 6 6 6 4 4 
3382 0 0 0 3 0 
3383 779 932 447 17 22 
3384 2158 2413 1735 2798 2173 
3385 855 1015 1280 1276 1335 
3386 3027 2457 1287 1352 2957 
3387 3038 2413 2008 1368 2963 
3388 0 0 0 0 0 
3390 755 898 3 3 43 
3391 776 934 469 14 19 
3392 786 939 784 1419 1534 
3393 5 5 0 5 5 
3394 4 4 4 4 5 
3395 2157 2422 2952 2797 2172 
3396 4 4 4 4 4 
3397 2116 2361 1768 2791 2171 
3399 2120 2370 1635 2795 2175 
3400 2128 2373 1048 8 8 
3402 1489 1027 1372 12 47 
3403 0 0 0 0 0 
3404 2197 2452 2982 2822 2177 
3405 0 0 0 0 0 
3406 8 3 3 3 3 
3407 765 913 1453 13 3 
3408 4 4 4 4 4 
3409 2190 2440 2970 2805 2180 
3410 884 1034 54 10 9 
3411 12 12 7 22 22 
3412 2 2 7 41 6 
3413 768 916 1456 16 6 
3414 1543 1018 673 669 578 
3415 2962 2452 2557 2367 3102 
3416 12 12 27 7 7 
3418 16 16 6 26 26 
3419 2127 2382 7 2 7 
3420 2196 2446 2981 2816 2181 
3422 779 932 1452 12 7 
3423 0 0 2 1 1 
3424 16 16 6 26 26 
3425 0 0 0 0 0 
3426 782 935 0 0 10 
3428 869 1019 1274 1265 1324 
3429 2136 2381 2956 2801 2171 
3431 1480 1038 1368 8 38 
3432 2201 2461 1 31 26 
3433 3014 2444 1989 1339 2939 
3435 791 959 1404 4 4 
3436 1538 1006 1401 6 1 
3437 3018 2448 2978 1343 2948 
3438 10 10 10 8 8 
3439 2141 2391 1738 2796 2171 
3440 2146 2396 1 1 6 
3441 2151 2401 2141 6 11 
3442 12 12 2 2 2 
3443 2160 2410 2155 15 20 
3444 861 1026 1276 1257 1316 
3445 777 945 1440 15 20 
3446 2997 2462 2942 1332 2932 
3448 1488 1033 648 614 523 
3450 2952 2452 2547 2417 3082 
3451 2960 2465 2575 2650 3090 
3452 858 1018 13 9 3 
3453 0 0 0 0 0 
3454 778 941 656 636 546 
3455 7 12 2 7 7 
3456 3022 2462 1282 1347 2947 
3457 2162 2427 1734 2807 2177 
3458 785 948 6 16 16 
3459 1 1 1 1 1 
3460 1 1 1 1 1 
3462 14 9 4 9 9 
3463 0 0 0 0 0 
3464 0 0 0 0 0 
3465 14 19 9 9 9 
3466 2175 2425 2955 2795 2175 
3467 787 945 465 10 10 
3469 855 1015 1275 1266 1325 
3470 0 0 0 0 0 
3471 0 0 0 0 0 
3472 9 9 9 4 4 
3474 1472 1037 687 608 517 
3475 2194 2444 1094 14 4 
3476 2196 2446 2976 2811 2181 
3477 1510 1023 1393 13 53 
3479 1476 1036 701 612 521 
3480 828 996 446 1 6 
3481 2195 2455 1667 2750 2140 
3482 2979 2469 2919 1319 2909 
3483 1476 1036 716 617 521 
3484 2197 2457 1102 17 7 
3485 832 1000 1385 10 25 
3486 2939 2499 2559 2859 3064 
3487 2189 2469 2919 2754 2119 
3488 2194 2459 1669 2749 2134 
3489 888 1038 3 4 3 
3490 788 956 4 4 44 
3491 1 1 1 1 1 
3492 802 960 655 605 515 
3493 861 1026 6 2 1 
3494 2198 2458 3 18 3 
3495 2199 2459 1104 24 9 
3496 0 0 0 0 0 
3498 1485 1023 1368 8 33 
3499 0 0 0 0 0 
3500 0 0 0 0 0 
3501 837 1005 710 585 495 
3502 5 5 5 5 5 
3503 807 955 8 3 48 
3505 0 0 0 0 0 
3506 811 974 12 12 62 
3507 2196 2456 2931 2761 2126 
3508 8 8 3 3 3 
3509 1485 1023 1368 8 43 
3510 812 975 445 10 5 
3511 2200 2480 2925 2750 2120 
3512 0 0 0 0 0 
3514 815 988 658 593 503 
3515 4 4 4 4 4 
3516 2981 2461 1261 1316 2911 
3517 4 4 39 9 9 
3518 0 0 0 0 0 
3519 2198 2458 3 3 3 
3520 874 1034 1259 1240 1299 
3521 887 1042 1267 1248 1307 
3522 2 7 2 2 2 
3523 2201 2476 2926 2751 2116 
3524 2198 2478 1658 2728 2118 
3525 6 6 11 11 11 
3526 819 992 2 17 37 
3527 2205 2495 2975 2805 2140 
3529 2949 2494 1239 1294 2884 
3530 6 6 1 1 1 
3531 907 1047 2 3 2 
3532 822 995 1385 0 0 
3533 10 10 10 10 10 
3534 1413 1061 1296 41 6 
3536 898 1033 1238 1219 1283 
3537 10 15 5 10 10 
3538 9 9 4 9 9 
3539 850 1003 453 28 53 
3540 6 6 1 6 6 
3541 840 998 8 33 58 
3542 2206 2481 1686 2746 2126 
3543 829 997 1382 2 12 
3544 0 0 5 5 5 
3545 5 5 0 0 0 
3546 4 7 2 2 7 
3547 8 8 8 8 8 
3548 840 983 753 1313 1433 
3549 836 1004 459 4 19 
3550 2965 2485 1910 1310 2900 
3551 6 11 6 1 1 
3552 898 1048 118 9 8 
3553 0 0 0 0 0 
3554 2963 2488 1253 1308 2898 
3555 2935 2525 1230 1280 2870 
3556 6 6 6 6 6 
3557 2223 2513 2978 2808 2138 
3558 2937 2527 1232 1282 2872 
3559 2188 2453 3 3 8 
3560 2207 2497 2917 2742 2112 
3561 6 6 6 6 6 
3564 0 5 0 0 0 
3565 879 1029 4 0 4 
3567 2223 2518 53 53 18 
3568 1453 1031 1341 16 41 
3569 6 11 1 6 1 
3570 857 1010 500 20 35 
3571 2224 2514 2904 2724 2114 
3574 0 0 0 0 0 
3575 7 7 2 2 2 
3576 2894 2564 2524 2874 2999 
3578 817 985 450 0 5 
3579 2193 2473 1088 13 3 
3580 2197 2477 2 2 7 
3581 2210 2500 1690 2735 2105 
3583 0 0 0 0 0 
3584 2 7 52 52 27 
3585 0 0 0 0 0 
3586 0 0 0 0 0 
3587 2229 2514 1719 2734 2114 
3588 823 991 691 551 466 
3589 0 0 0 0 0 
3590 0 0 0 0 0 
3591 4 4 4 4 4 
3592 855 1028 1323 18 43 
3593 0 5 0 0 0 
3595 2230 2520 2905 2735 2115 
3596 893 1043 1228 1209 1278 
3597 2286 2581 1086 31 26 
3598 11 11 11 6 6 
3599 841 1019 454 4 34 
3600 856 1024 474 9 39 
3601 2193 2488 3 3 3 
3602 2245 2555 45 45 45 
3603 858 1026 511 21 46 
3605 912 1052 1207 1188 1262 
3606 0 0 0 0 0 
3607 828 1016 6 16 36 
3608 2238 2533 2918 2738 2123 
3609 8 8 8 8 8 
3610 6 11 6 6 6 
3611 2201 2491 1656 2711 2111 
3612 2240 2535 1725 2740 2125 
3613 1361 1089 1274 14 4 
3614 7 7 7 7 7 
3615 898 1053 3 4 3 
3616 833 1016 461 1 11 
3617 0 0 0 0 0 
3618 9 9 29 9 4 
3619 3 3 3 3 3 
3620 13 13 6 6 8 
3621 17 17 7 17 17 
3623 0 0 0 0 0 
3624 902 1052 1227 1208 1282 
3625 2320 2595 1125 35 30 
3626 924 1054 124 5 4 
3628 2259 2559 2914 2744 2129 
3629 2255 2535 1755 2740 2125 
3630 908 1053 23 4 3 
3631 2268 2573 2078 48 43 
3633 2256 2546 1771 2746 2126 
3634 2271 2551 2931 2761 2141 
3635 2925 2540 1860 1275 2860 
3636 2277 2557 2947 2772 2142 
3638 2328 2598 1143 33 33 
3639 2201 2496 1676 2726 2106 
3640 1 4 4 4 4 
3641 833 1006 676 521 436 
3642 4 4 4 4 4 
3643 2203 2498 3 13 3 
3644 0 0 0 0 0 
3645 4 4 4 4 4 
3646 835 1018 1333 3 28 
3647 2215 2505 1710 2740 2110 
3648 2220 2510 5 15 10 
3649 911 1041 1196 1172 1251 
3650 2278 2568 1818 2768 2143 
3651 851 1029 709 499 414 
3652 0 0 0 0 5 
3653 868 1056 1 6 21 
3654 2879 2609 2779 1234 2824 
3655 1 1 1 1 1 
3656 861 1034 529 9 29 
3657 920 1055 1210 1191 1265 
3659 3 3 3 3 3 
3660 868 1036 736 496 416 
3661 888 1056 1291 11 31 
3663 2904 2574 1854 1259 2849 
3665 2876 2616 2781 1236 2826 
3666 0 0 1 1 1 
3667 1 1 1 1 1 
3668 2290 2585 1110 5 5 
3669 854 1027 672 502 417 
3670 0 0 0 0 0 
3671 2320 2615 1165 20 25 
3673 2228 2528 2908 2733 2113 
3674 4 4 4 4 4 
3675 885 1048 538 23 33 
3676 905 1053 778 503 423 
3677 2295 2600 2050 25 20 
3678 2300 2590 1835 2770 2140 
3679 1357 1042 687 503 417 
3680 3 3 3 3 3 
3681 11 11 2 2 2 
3682 0 0 0 0 0 
3683 0 0 0 0 0 
3685 850 1028 698 498 413 
3687 2235 2530 0 0 0 
3688 2868 2623 1188 1233 2818 
3689 2872 2632 2772 1537 2827 
3691 2241 2541 1731 2731 2116 
3692 0 0 0 0 0 
3693 900 1078 773 488 408 
3694 0 0 0 0 0 
3695 848 1026 491 1 16 
3696 853 1031 721 496 411 
3697 2252 2562 1782 2747 2122 
3698 898 1076 741 1211 1341 
3699 852 1040 505 0 15 
3700 2846 2636 2471 2926 2936 
3701 2261 2571 1076 1 1 
3702 2320 2620 1865 2760 2130 
3703 1370 1063 1258 8 3 
3704 0 0 0 0 0 
3705 866 1044 714 1224 1354 
3706 0 0 0 0 0 
3707 892 1065 1260 5 5 
3708 2273 2578 1788 2743 2128 
3709 1303 1211 1226 86 61 
3710 4 4 9 9 4 
3711 9 9 4 4 9 
3712 1311 1076 781 482 401 
3713 872 1065 725 1220 1350 
3714 2311 2636 1 11 21 
3715 2276 2581 1821 2756 2131 
3716 879 1067 2 2 17 
3717 1328 1073 738 484 408 
3719 910 1040 125 6 10 
3720 1 1 1 1 1 
3721 2312 2627 2887 2747 2117 
3722 895 1073 1263 48 33 
3723 2282 2587 2922 2757 2132 
3724 0 0 0 0 0 
3725 2854 2639 1169 1704 2814 
3726 893 1071 746 481 401 
3727 2864 2619 1179 1224 2814 
3729 947 1077 2 13 12 
3730 2288 2593 2923 2763 2133 
3731 956 1086 11 72 26 
3732 2857 2642 2477 2917 2927 
3733 910 1088 8 48 108 
3734 2856 2641 2741 2006 2816 
3735 9 9 4 14 14 
3736 2865 2645 2750 2020 2820 
3738 2298 2598 2923 2768 2138 
3739 0 0 0 0 0 
3740 2300 2600 5 5 10 
3741 2312 2637 2867 2732 2097 
3742 6 6 6 1 1 
3743 945 1055 1170 1141 1240 
3744 5 5 0 0 0 
3745 2868 2633 1188 1603 2823 
3746 2316 2641 1176 16 26 
3747 1313 1078 778 489 408 
3749 2874 2634 1799 1679 2829 
3750 896 1074 769 454 374 
3751 15 15 20 5 5 
3752 0 0 0 0 0 
3754 1276 1209 1209 69 44 
3755 2300 2605 1835 2760 2130 
3756 2 2 2 2 2 
3757 0 0 0 0 0 
3758 2316 2646 1836 2736 2101 
3759 5 5 0 0 0 
3760 898 1091 776 451 371 
3761 4 4 4 4 4 
3762 2304 2609 1849 2759 2129 
3763 945 1128 1248 43 28 
3764 1337 1135 1245 20 5 
3765 2311 2611 1 26 16 
3766 952 1052 137 3 2 
3767 2299 2644 2844 2714 2079 
3768 15 15 25 5 5 
3769 0 0 0 0 0 
3770 908 1038 108 4 8 
3771 1 1 1 1 1 
3772 2319 2619 1154 24 24 
3773 901 1089 794 449 369 
3774 960 1050 195 11 5 
3776 1337 1140 1240 30 25 
3777 1342 1145 1245 55 35 
3778 2 2 2 2 2 
3779 11 6 6 6 6 
3780 2823 2698 2433 2873 2888 
3782 10 10 0 10 10 
3783 956 1134 9 99 89 
3784 8 8 3 3 3 
3785 2307 2642 2852 2727 2087 
3786 6 6 6 6 6 
3787 0 5 0 0 0 
3788 2827 2667 2437 2882 2892 
3789 3 8 3 3 3 
3792 0 0 0 0 0 
3793 1 1 1 1 1 
3794 968 1118 18 44 18 
3795 2313 2653 2848 2738 2093 
3796 959 1089 189 15 4 
3798 2839 2689 2724 2389 2784 
3800 922 1052 2 8 2 
3801 0 0 0 0 0 
3802 2842 2702 1147 2652 2792 
3803 2311 2651 1176 6 6 
3804 929 1054 114 0 4 
3805 2844 2709 1149 2669 2799 
3806 927 1135 725 1145 1290 
3807 2320 2660 1850 2745 2090 
3808 2338 2668 3 3 3 
3809 5 5 0 0 0 
3810 1246 1151 791 427 346 
3811 1272 1107 782 458 367 
3812 971 1116 16 32 11 
3813 906 1094 1244 4 4 
3814 989 1187 1232 37 27 
3815 909 1097 2 7 27 
3816 0 0 0 0 0 
3817 6 6 6 6 6 
3818 969 1192 492 22 17 
3819 2818 2693 2423 2863 2878 
3820 3 3 3 3 3 
3821 921 1114 1244 29 9 
3822 926 1124 464 39 14 
3823 2836 2726 2716 2736 2796 
3824 929 1132 2 7 37 
3825 923 1058 3 49 13 
3826 2347 2682 2822 2742 2097 
3827 6 6 6 6 6 
3828 933 1136 6 11 76 
3829 2824 2714 2449 2874 2889 
3830 927 1062 7 63 32 
3831 2834 2669 2724 2139 2794 
3832 951 1169 484 24 14 
3833 945 1080 140 11 5 
3834 2326 2666 1851 2736 2081 
3835 6 6 6 1 1 
3836 0 0 0 0 0 
3837 965 1173 733 1133 1278 
3838 9 9 4 14 14 
3839 979 1104 1144 1100 1204 
3840 2363 2733 1193 3 3 
3841 978 1191 816 421 341 
3842 998 1206 1221 26 26 
3845 2344 2664 2819 2714 2084 
3846 2358 2673 2833 2738 2093 
3847 1 1 1 1 1 
3848 5 5 5 5 5 
3849 986 1199 824 419 339 
3850 2834 2684 2714 2244 2779 
3851 1 1 6 1 1 
3852 2359 2729 2819 2739 2084 
3853 2820 2735 1135 2795 2790 
3854 2306 2646 1821 2726 2086 
3855 2311 2651 1836 2731 2091 
3856 2 2 2 2 2 
3857 929 1147 777 422 342 
3858 2359 2724 2814 2734 2079 
3859 978 1118 28 14 8 
3860 992 1210 745 1125 1270 
3861 4 4 4 4 4 
3862 0 0 0 0 0 
3863 1207 1205 1140 25 10 
3864 990 1145 75 31 20 
3865 935 1153 733 1143 1288 
3866 1255 1160 805 431 350 
3868 2372 2727 17 17 17 
3869 945 1163 448 13 3 
3870 947 1165 465 20 5 
3871 991 1146 81 52 51 
3872 969 1114 184 0 4 
3873 2312 2652 1212 12 12 
3874 955 1173 8 68 53 
3875 2316 2656 1836 2721 2086 
3876 2363 2723 2813 2733 2078 
3877 0 0 0 0 0 
3878 2368 2738 2808 2728 2073 
3879 992 1147 22 23 22 
3880 14 14 24 24 24 
3881 2322 2662 7 2 2 
3882 18 18 3 3 3 
3883 984 1202 742 1112 1257 
3885 954 1177 1227 22 17 
3886 959 1182 7 67 52 
3887 10 5 5 5 5 
3888 991 1204 1199 4 24 
3889 984 1124 1124 1085 1199 
3890 2371 2741 2816 2726 2071 
3891 1243 1198 798 414 333 
3892 14 14 4 4 4 
3893 960 1105 195 6 0 
3894 0 0 5 5 5 
3895 5 5 0 0 0 
3896 9 9 9 9 9 
3897 2382 2737 2812 2737 2082 
3898 0 0 0 0 0 
3899 986 1204 489 4 24 
3900 961 1111 16 52 6 
3901 16 16 16 16 16 
3902 986 1199 734 1124 1269 
3903 0 0 0 0 0 
3904 2376 2741 2811 2731 2076 
3905 2386 2746 61 46 11 
3906 990 1203 3 63 53 
3907 2820 2730 1120 2795 2785 
3908 2327 2677 1857 2732 2077 
3909 0 0 0 0 0 
3910 988 1143 8 14 13 
3911 967 1117 2 3 2 
3914 990 1208 498 38 28 
3915 2 2 12 12 12 
3916 7 7 2 2 2 
3917 2346 2706 2821 2711 2081 
3918 7 7 7 7 7 
3919 998 1221 796 376 296 
3920 7 7 2 2 2 
3921 995 1213 493 18 23 
3922 2350 2715 0 0 0 
3923 4 4 0 0 4 
3924 2780 2750 2645 2770 2760 
3925 2811 2741 1676 2791 2786 
3926 2351 2716 1 1 1 
3927 0 0 0 0 0 
3928 2354 2719 2819 2734 2084 
3929 987 1205 810 395 315 
3930 0 0 0 0 0 
3931 991 1209 479 9 19 
3932 2357 2722 1957 2 2 
3934 0 0 0 0 0 
3935 5 5 0 5 5 
3936 2401 2751 1156 6 6 
3937 7 7 7 7 7 
3938 2386 2751 2801 2721 2066 
3939 2392 2757 2807 2727 2072 
3940 2 2 2 2 12 
3941 2806 2756 1121 2786 2781 
3942 976 1126 191 2 1 
3944 0 0 0 0 0 
3947 2404 2754 1924 14 14 
3948 0 0 0 0 0 
3949 1185 1218 785 356 275 
3951 1151 1149 1079 4 4 
3952 994 1217 1197 22 32 
3953 973 1118 13 19 3 
3954 3 0 3 3 3 
3955 1004 1217 722 1062 1207 
3956 2392 2752 2787 2712 2057 
3957 2384 2744 2794 2714 2059 
3958 4 4 4 14 4 
3959 2752 2752 2622 2752 2732 
3960 2387 2747 1772 2647 2062 
3961 7 7 7 7 7 
3962 984 1144 44 5 19 
3963 994 1217 2 17 32 
3964 4 4 4 4 4 
3965 981 1136 1076 1037 1151 
3966 0 0 0 0 0 
3967 0 0 4 0 0 
3968 989 1144 9 10 9 
3970 993 1201 6 31 31 
3971 0 0 0 0 0 
3972 990 1145 130 6 0 
3973 3 3 3 3 3 
3974 1197 1200 1130 10 0 
3975 2406 2756 1776 2706 2061 
3976 995 1213 3 13 33 
3977 993 1158 138 14 13 
3978 11 11 11 11 11 
3979 0 0 0 0 0 
3980 2401 2751 2776 2701 2051 
3981 3 3 3 3 3 
3982 976 1146 1096 1057 1171 
3983 3 3 3 3 7 
3984 994 1202 477 7 2 
3985 984 1139 9 10 9 
3986 2755 2755 2430 2765 2765 
3987 2365 2750 2795 2720 2065 
3988 2743 2743 1068 2738 2723 
3989 2377 2752 1917 2 2 
3990 1127 1140 1065 15 15 
3991 2 2 2 2 2 
3992 1010 1223 718 1068 1213 
3993 0 0 0 0 1 
3994 8 8 13 13 13 
3995 995 1160 1070 1026 1140 
3996 995 1208 708 1038 1183 
3997 2406 2756 1171 6 6 
3998 2739 2739 2604 2734 2724 
3999 5 5 5 5 5 
4000 8 8 3 3 3 
